category,period,subject_name,schedule,teacher_name,detail_url,overview
造形総合科目,通年,絵画研究 Ⅰ（学１課程のみ）,なし,関口雅文教授、吉川民仁教授、小尾修教授、阿部英幸講師、大家泰仁講師、熊谷直人講師、坂本龍幸講師、清水健太郎講師、鈴村敦夫講師、菅原智子講師、中野竜志講師、畠山昌子講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_48.html,西洋中世からルネサンス期に至るまでの主要な絵画技法であったテンペラ画を中心に、古典技法のフレスコ、モザイクや、中世ゴシック期に花開いたステンドグラスを体験学習することにより、単なる技法の習得に留まらない、素材と表現の在り方を通して造形表現の広がりを学ぶ。通信授業では各技法の基礎と理論を学ぶと共にデッサン及びアクリル絵具、ガッシュ（不透明水彩）による着彩をともなったデッサンが課せられる。面接授業では、テンペラ、フレスコ、モザイク、ステンドグラスの４つの技法から 1 つを選択し、実習を通して学ぶ。
造形総合科目,通年,絵画研究 ⅠＡ（学２課程のみ）,なし,関口雅文教授、吉川民仁教授、小尾修教授、阿部英幸講師、今井庸介講師、大家泰仁講師、木村真由美講師、熊谷直人講師、小森琢己講師、坂本龍幸講師、清水健太郎講師、畠山昌子講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_248.html,「古典技法」古典的な技法の基礎と理論を学ぶと共にデッサン及びアクリル絵具、ガッシュ（不透明水彩）による着彩をともなった表現を行う。
造形総合科目,通年,絵画研究 ⅠＢ（学２課程のみ）,なし,関口雅文教授、吉川民仁教授、小尾修教授、鈴村敦夫講師、菅原智子講師、中野竜志講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_249.html,「古典技法」西洋中世からルネサンス期に至るまでの主要な絵画技法であったテンペラ画を中心に、古典技法のフレスコ、モザイクや、中世ゴシック期に花開いたステンドグラスを体験学習することにより、単なる技法の習得に止まらない、素材と表現の在り方を通して造形表現の広がりを学ぶ。テンペラ・フレスコ・モザイク・ステンドグラスの4つの表現技法の中から1つを選択し、実習を通して学ぶ。
造形総合科目,通年,絵画研究 Ⅱ（学１課程のみ）,なし,関口雅文教授、室井佳世教授、吉川民仁教授、小尾修教授、阿部英幸講師、今井庸介講師、大家泰仁講師、木村真由美講師、熊谷直人講師、小森琢己講師、坂本龍幸講師、清水健太郎講師、神彌佐子講師、杉山佳講師、成澤響子講師、畠山昌子講師、星晃講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師、和田雄一講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_49.html,油性系、水性系選択。（通信授業課題と面接授業課題は系統を統一すること。）油性、又は水性のいずれかの絵具の性質を選択し、素材が持つ表現の可能性を研究する科目。油性系は、キャンバスや絵具などに対する素材としての認識を高めることにより、物質と表現との密接な関連を理解し、絵画が単に直感だけによるものではなく、適切な素材や技法を通して豊かな表現に至ることを知る。また、絵具を不透明や半透明、透明の層として捉え、塗り重ねることで色彩や空間創りにも影響することを知る。通信授業では油絵具とテンペラによる混合技法、面接授業では油絵具による古典絵画の模写を通して、素材と表現の関連を学ぶ。水性系は、水を使うことを基本にした絵具の表現の幅を学ぶ。通信授業は指定された描画材や着彩の工夫を通して、造形すること彩色することを学んでいく。また、水を利用することや基底材がもたらす表現の可能性を、様々な手法を体感しながら構築すること表現をすることを知る。面接授業では絵画表現における造形研究として、伝統的な素材としての墨がもたらす白黒の色調の幅と、和紙の特性を体感しながら描くことの可能性を探ることを目的に基本的な使用法から応用までを学ぶ。
造形総合科目,通年,絵画研究 ⅡＡ（学２課程のみ）,なし,関口雅文教授、吉川民仁教授、阿部英幸講師、今井庸介講師、大家泰仁講師、木村真由美講師、熊谷直人講師、小森琢己講師、坂本龍幸講師、清水健太郎講師、畠山昌子講師、松尾勘太講師、水野暁講師、室井公美子講師、山田淳吉講師、渡辺えつこ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_268.html,有色下地による表現（絵画研究ⅠA）を応用した学習。絵具を不透明や半透明、透明の層として塗り重ねることで、色彩や空間創りにも影響することを知る。また、下地や絵具の素材の特性を知ることで表現の幅も広がることを、油絵具とテンペラの「混合技術」による制作を通して学ぶ。
造形総合科目,通年,絵画研究 ⅡＢ（学２課程のみ）,なし,関口雅文教授、吉川民仁教授、小尾修教授,https://ccap02.musabi.ac.jp/syllabus/html/2025_269.html,「古典模写」古典絵画を模写することで、油彩画の基本的な構造を知る。
造形総合科目,通年,絵画研究 Ⅲ,なし,関口雅文教授、吉川民仁教授、小尾修教授、鈴村敦夫講師、菅原智子講師、中野竜志講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_168.html,学1課程「絵画研究Ⅰ」・学2課程「絵画研究ⅠB」を履修した者が、同科目で選択しなかったテンペラ、フレスコ、モザイク、ステンドグラスの 4 つの技法から 1 つを選択し、さらに研究を重ねることを目的とした科目。授業としては「絵画研究Ⅰ」「絵画研究ⅠB」 と同じ内容であるが、面接授業のみで行われる。西洋中世からルネッサンス期に至るまでの主要な絵画技法であったテンペラ画を中心に、古典技法のフレスコ、モザイクや、中世ゴシック期に花開いたステンドグラスを体験学習することにより、単なる技法の習得に留まらない、素材と表現の在り方を通して造形表現の広がりを学ぶ。
造形総合科目,通年,絵画研究 Ⅳ（学１課程のみ）,なし,関口雅文教授、室井佳世教授、吉川民仁教授、小尾修教授、神彌佐子講師、杉山佳講師、成澤響子講師、星晃講師、和田雄一講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_169.html,油性系、水性系選択。絵画研究Ⅱを履修した者が、同科目で選択した油性系または水性系と異なる系の選択で学習することを条件に、さらに研究を重ねることを目的とし、素材が持つ表現の可能性を研究する科目。授業としては絵画研究Ⅱと同じ内容であるが、面接授業のみで行われる。油性系は、キャンバスや絵具などに対する素材としての認識を高めることにより、物質と表現との密接な関連を理解し、絵画が単に直感だけによるものではなく、適切な素材や技法を通して豊かな表現に至ることを知る。また、絵具を不透明や半透明、透明の層として捉え、塗り重ねることで色彩や空間創りにも影響することを知る。油絵具による古典絵画の模写を通して、素材と表現の関連を学ぶ。水性系は、水を使うことを基本にした絵具の表現の幅を学ぶ。通信授業は指定された描画材や着彩の工夫を通して、造形すること彩色することを学んでいく。また、水を利用することや基底材がもたらす表現の可能性を、様々な手法を体感しながら構築すること表現をすることを知る。面接授業では絵画表現における造形研究として、伝統的な素材としての墨がもたらす白黒の色調の幅と、和紙の特性を体感しながら描くことの可能性を探ることを目的に基本的な使用法から応用までを学ぶ。
造形総合科目,通年,版画研究 Ⅰ（学１課程のみ）,なし,遠藤竜太教授、高浜利也教授、元田久治教授、今井庸介講師、木村真由美講師、小森琢己講師、中村美穂講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_170.html,版表現では、平、凸、凹、孔、の形式がある。それぞれ性質を異にするものであるが、版という共通の概念で結ばれている。授業は面接授業のみで行い、「木版」か「リトグラフ」のどちらかを選択し、版種の特性と表現の関係を体感しながら、その基本技法を習得する。また、「版」を用いることで造形的課題を明確にする。
造形総合科目,通年,版画研究 Ⅱ（学１課程のみ）,なし,遠藤竜太教授、高浜利也教授、元田久治教授、今井庸介講師、木村真由美講師、小森琢己講師、中村美穂講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_171.html,版画は紙やキャンバスに直接描くのではなく、「版」という媒体を使った間接的な表現である。そこには様々な魅力や偶然性、造形的発見などが混在している。授業は面接授業のみで行い、「銅版」か「スクリーンプリント」のどちらかを選択し、その基本技法を習得する。また、「版」を用いることで、イメージの膨らみや発想の広がりを体感し、造形上の課題を明確にする。
造形総合科目,通年,版表現Ⅰ（学２課程のみ）,なし,関口雅文教授、吉川民仁教授、遠藤竜太教授、高浜利也教授、元田久治教授、今井庸介講師、木村真由美講師、小森琢己講師、中村美穂講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_247.html,版表現では、平、凸、凹、孔、の形式がある。それぞれ性質を異にするものであるが、版という共通の概念によって結ばれている。「木版」か「リトグラフ」のどちらかを選択し、版種の特性と表現の関係を体感しながら、その基本技法を習得する。また、版を用いることで造形的課題を明確にする。
造形総合科目,通年,版表現Ⅱ（学２課程のみ）,なし,関口雅文教授、吉川民仁教授、遠藤竜太教授、高浜利也教授、元田久治教授、今井庸介講師、木村真由美講師、小森琢己講師、中村美穂講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_270.html,版画は紙やキャンバスに直接描くのではなく、「版」という媒体を使った間接的な表現である。そこには様々な魅力や偶然性、造形的発見などが混在している。授業は面接授業のみで行い、「銅版」か「スクリーンプリント」のどちらかを選択し、その基本技法を習得する。また、「版」を用いることで、イメージの膨らみや発想の広がりを体感し、造形上の課題を明確にする。
造形総合科目,通年,彫刻Ⅰ（旧科目名：彫塑Ⅰ）,なし,戸田裕介教授、山本一弥教授、長谷川さち准教授,https://ccap02.musabi.ac.jp/syllabus/html/2025_208.html,彫刻Ⅰは【塑造クラス】と【木彫クラス】に分かれて授業を行います。各クラスの授業の概要と目標については添付ファイルを参照してください。
造形総合科目,通年,彫刻Ⅱ（旧科目名：彫塑Ⅱ）,なし,保井智貴教授,https://ccap02.musabi.ac.jp/syllabus/html/2025_206.html,現実的（アクチュアル）な世界は、「変化して止まぬ不定性」と「揺るぎない不動性」という両面性を持つ。彫刻の制作には、この両面への探究が不可欠である。触覚はしばしば言われているような手で触れる感覚ではない。見えないが、実在的（リアル）な対象であるエモーション（情動）を実体化する働きを持ち、正確には「内触覚」と呼ばれる。量塊は、内触覚の働きによって、豊かな両面性を獲得する。この課題は、量塊の問題について考察し、立体表現を追求する。
造形総合科目,通年,彫刻Ⅲ（旧科目名：彫塑Ⅲ）,なし,戸田裕介教授、山本一弥教授、長谷川さち准教授,https://ccap02.musabi.ac.jp/syllabus/html/2025_209.html,彫刻Ⅲは【塑造クラス】と【木彫クラス】に分かれて授業を行います。各クラスの授業の概要と目標は添付ファイルを参照してください。
造形総合科目,通年,彫刻Ⅳ（旧科目名：彫塑Ⅳ）,なし,伊藤誠教授、冨井大裕教授,https://ccap02.musabi.ac.jp/syllabus/html/2025_207.html,◯「抽象彫刻のA/B/C」：スマートフォンのカメラ機能、石膏型取り、アーク溶接（鉄の溶接）の技法を使い、 3 人の彫刻家（A：アルプ〈Arp〉/B：ブランクーシ〈Brancusi〉/C：カロ〈Caro〉）の、制作プロセスから考え出した 3 つの課題の制作を行う。◯「抽象彫刻」とはなんでしょうか。それらは具象彫刻に対して一般的にはそのように呼ばれています。しかし、各々の抽象彫刻はいったい「何が」違うのでしょうか。そして「何を」目指してきたのでしょうか。ここでは 3 人の彫刻家（ハンス・アルプ/コンスタンチン・ブランクーシ/アンソニー・カロ）を取り上げ、よく知られた彼らの作品の解釈よりも、なぜこの表現に至ったのかを、現代の視点で捉え直してみて、少し実験的な課題を作ってみました。そこから 3 種類の作品の制作を行います。彫刻制作の経験は問いません。 3 人の作家の作品制作のアプローチを、様々な観点から捉え直してみることによって、よく知られた美術史とは少し違った視点の可能性を探ること、自身の制作のための実験や課題を発見する力をつけることをを目標とします。
造形総合科目,通年,彫刻Ⅴ（旧科目名：彫塑V）,なし,戸田裕介教授、山本一弥教授、長谷川さち准教授,https://ccap02.musabi.ac.jp/syllabus/html/2025_210.html,彫刻Ⅴは【塑造クラス】と【木彫クラス】に分かれて授業を行います。各クラスの授業の概要と目標は添付ファイルを参照してください。
造形総合科目,通年,工芸 Ⅰ,なし,荻原剛教授、柴田克哉講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_50.html,私たちの暮らしは、衣食住のさまざまな局面で西欧化の道を辿ってきた。しかし、一方では日本の伝統的な習慣や事物も根強く受け継がれ、今日の生活文化を豊かなものにしている。様々な生活用品も、大量生産による工業製品によってその多くを占められているが、日本の各地で発展継承された地域の産業によって供給されているものも少なくない。しかし、生活様式などを含めた社会の激しい変動は、この地域の産業と生活者の関係を希薄にし、将来を楽観できない状況にまで追い込んでいる。デザインの役割の一つはこの伝統的産業に現代的意味を見いだし活性化させることだと言える。それには、地元産業への深い理解とともに、良質の生活観から提言される新たなライフスタイルと産業が濃密に関係することが重要である。この授業は、日本各地の地域の工芸に注目し、その調査から「工芸」の現代的意味を探るとともに、ハンドクラフト、工業製品などとの関係、地域の工芸の将来、製品デザインの在り方を考察することを内容としている。なお、教職「工芸」の鑑賞に対応している。
造形総合科目,通年,工芸 Ⅱ,なし,荻原剛教授、野田昇一郎講師、宗像重幸講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_51.html,工芸は、自然から得た素材を主な材料として生活の用具を制作することである。そこでは、材料の特性を生かし、合理的に用途を満たしつつ、生活に潤いをもたらす造形の美しさが求められてきた。今日では、手工業的に制作されてきた用具の大半は機械工業的生産方法に代わってしまった感じすらある。新しい材料が開発され、工業的な生産技術による量的規模が拡大しても、人と用具との関係は変わることなく、その造形的な美しさに生活の潤いを求めている。この科目では、日本の伝統的な自然素材を使用し、工芸的手法を活かしながら、用具（照明器具）と現代の生活の関わりを考察して新たなデザイン提案と制作をする。なお、教職「工芸」の学習に求められるプロダクト制作とデザイン表現に対応している。
造形総合科目,通年,ガラス基礎実習 Ⅰ,なし,大村俊二教授,https://ccap02.musabi.ac.jp/syllabus/html/2025_172.html,工芸は、自然から得た素材を主な材料として生活の用具を制作する事である。素材の開発や制作技術の工夫、生活様式の変わり様が工芸の変遷を形成するが、基本的には自然素材に根ざした技術と造形の洗練さにその本質を見ることができる。ここでは伝統的基礎技術を実習することで素材と造形、制作技術と用途など工芸制作の基本に触れ、さらには今日の生活とモノの在り方について考察する。この科目では、加熱することで液体状態に柔らかくなるガラス素材の特性を理解し、ガラスの粉末、粒、板などをキルン（電気炉）内で加熱し、変形、熔着による成形加飾する技法を学ぶ。なお、この科目は 2013 年度まで開設された学1課程「工芸III」の素材別ガラスクラスと同一の内容である。
造形総合科目,通年,テキスタイル基礎実習 Ⅰ,なし,高橋理子教授、光主あゆみ講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_174.html,工芸は、自然から得た素材を主な材料として生活の用具を制作する事である。素材の開発や制作技術の工夫、生活様式の変わり様が工芸の変遷を形成するが、基本的には自然素材に根ざした技術と造形の洗練さにその本質を見ることができる。ここでは伝統的基礎技術を実習することで素材と造形、制作技術と用途など工芸制作の基本に触れ、さらには今日の生活とモノの在り方について考察する。この科目では、テキスタイルの基礎技術である、織りの風合いを生かしたマフラーの制作、または織機を使わない織り技法である「オフルーム」によるテキスタイルの制作を行う。夏期スクーリング期間中に2回開講するうち、7月開講回はマフラーの制作、8月開講回はオフルームによるテキスタイルの制作となる。受講時期により技法が異なることを理解し履修すること。なお、この科目は 2013 年度まで開設された「工芸III」素材別テキスタイルクラス、および2017年度までの「テキスタイル基礎実習Ⅰ」の〈OFF LOOM〉ならびに<織>とほぼ同一の内容である。また、7月開講回は、2024年度までの「テキスタイル基礎実習II」と同じ内容である。
造形総合科目,通年,金工基礎実習 Ⅰ,なし,鈴木洋教授,https://ccap02.musabi.ac.jp/syllabus/html/2025_176.html,工芸は、自然から得た素材を主な材料として生活の用具を制作する事である。素材の開発や制作技術の工夫、生活様式の変わり様が工芸の変遷を形成するが、基本的には自然素材に根ざした技術と造形の洗練さにその本質を見ることができる。ここでは伝統的基礎技術を実習することで素材と造形、制作技術と用途など工芸制作の基本に触れ、さらには今日の生活とモノの在り方について考察する。この科目では、ガラスが金属に焼き付くと言う特性を理解し、七宝技法のひとつである、有線七宝を学んでいく。これにより、基礎知識、技法の習得、色彩造形を体験し、探求することを目的とする。
造形総合科目,通年,陶磁基礎実習 Ⅰ,なし,西川聡教授,https://ccap02.musabi.ac.jp/syllabus/html/2025_177.html,工芸は、自然からもたらされた素材を主な材料として生活の用具を制作する事である。素材の開発や制作技術の工夫、生活様式の変わり様が工芸の変遷を形成するが、元来自然素材に根ざした技術と造形の洗練さにその本質を見ることができる。ここでは伝統的基礎技術を実習することで素材と造形、制作技術と用途など工芸制作の基本に触れ、さらに今日の生活とモノの在り方について考察する。この科目では、陶磁器制作における最も基本的な要件である素材の特性を知るために、各自が粘土を調整し、制作に必要な均質性、柔らかさを出すための練りかたを実習する。ここでは、自由な造形ができる、ひも作り成形とたたら（粘土板）による作り方の基本を実習し、器物の表現の可能性を探りながら花器を制作する。なお、この科目は 2013 年度まで開設された学1課程「工芸IV」の素材別陶磁クラス、および2024年度まで開講の「陶磁基礎実習Ⅱ」の粘土板（たたら）とほぼ同一の内容である。
造形総合科目,通年,木工基礎実習 Ⅰ,なし,熊野亘教授,https://ccap02.musabi.ac.jp/syllabus/html/2025_180.html,工芸は、自然から得た素材を主な材料として生活の用具を制作する事である。素材の開発や制作技術の工夫、生活様式の変わり様が工芸の変遷を形成するが、基本的には自然素材に根ざした技術と造形の洗練さにその本質を見ることができる。ここでは伝統的基礎技術を実習することで素材と造形、制作技術と用途など工芸制作の基本に触れ、さらには今日の生活とモノの在り方について考察する。この科目では木の加工の原初的手法である鑿、鉋などを使用した手彫りによる制作を通して、木が繊維素材であることを理解する。また、刃物を使い木の塊を削り出すことで、木の温かさ、硬さ、など木材の性質を知る。なお、この科目は 2013 年度まで開設された学1課程「工芸III」の素材別木工クラスと同一の内容である。
造形総合科目,通年,デザイン Ⅰ,なし,上原幸子教授、小笠原幸介講師、風間純一郎講師、吉田二朗講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_52.html,デザインⅠおよびデザインⅡは、広いデザインの領域から、物事を視覚的に人々に伝える役割を担ったヴィジュアル・コミュニケーションデザインを取り上げて学習します。デザインⅠでは、従来からマスコミュニケーションの主要な媒体であった印刷メディアを軸に学習します。現代の社会を成り立たせている膨大な量のさまざまな情報は、主に大量伝達を可能にした印刷物によってもたらされました。この授業は、ヴィジュアル・デザインの原形ともいうべき広報を目的とした印刷の特性を踏まえ、さまざまな印刷媒体に求められる役割を認識し、その企画やイメージ表現の方法などを学習します。印刷デザインの手法も今やデジタルが主流ですが、従来の手作業による制作（アナログ）も変え難い表現方法としてヴィジュアル・デザインの世界を支えています。さまざまな画材は、文字やイラストレーションに個性を与え、微妙な情感を表現してきました。デジタルとの違いや、手作業のもつ魅力が再認識されつつあるといえます。授業では、手作業で課題制作を行います。
造形総合科目,通年,デザイン Ⅱ,なし,上原幸子教授、清水恒平教授、丸田直美講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_53.html,デザインⅠおよびデザインⅡは、広いデザインの領域から、物事を視覚的に人々に伝える役割を担ったヴィジュアル・コミュニケーションデザインを取り上げ学習します。デザインⅠでは従来からマスコミュニケーションの主要な媒体であった印刷メディアからポスターの制作を内容としましたが、デザインⅡでは、今やコミュニケーション手段として主流となったコンピュータ・ネットワークをテーマとします。コンピュータ・ネットワークの利用は、私達の日常生活に欠かせないものとなり、その特性を理解し、より良いデジタル環境を整えることがデザインに求められています。この授業は、Webデザインの制作を通して日々変化しつつあるインターネットの特性を認識し、テーマの構築や Webデザインの可能性を探ることを目標にしています。また、デザインに求められる基本的な要件、企画力や表現力、インターフェイスとしての機能などについてあわせて学習します。
造形総合科目,通年,ブックバインディング,なし,足立圭准教授、近藤理恵講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_54.html,【授業の概要と目標】「ブックバインディング」の面接授業では、手製本の制作を通し、「もの」としての本の構造を知ること、紙などの素材を扱う基本的な作業を習得すること、製本作品として装丁を表現することを目標とする。身近な存在である「本」について、受講者各自が改めて考えてみる機会にもしたい。西洋で4世紀頃に定着した冊子の製本は、中世の手写本から活版印刷、ルネサンスの時代、19世紀末の機械製本の始まりを経て、現代まで続いている。紙の本の存続が問われる今、手製本の意味や可能性について考えるきっかけとなることを望んでいる。前提講義では、製本構造や紙の製法と種類、古代からの製本の歴史、伝統的な製本工房の仕事について概観する。
造形総合科目,通年,映像メディア表現 Ⅰ,なし,上原幸子教授、篠原規行教授、岡川純子講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_55.html,映像とは、写真、映画、テレビ、ビデオなどを中心とした、比較的新しい表現方法であり、その特性は記録性、再現性、現実性、訴求力の高さである。また伝達媒体、メッセージ、言語という側面も持っている。この授業では、動的映像設計を主体とした表現について、その歴史をひもとき、特徴を理解し、映像制作の過程を丁寧に演習しながら、作品構成のプロセスを学ぶ。実地でのカメラによる撮影や編集作業などは授業課程中には含まれないが、単なる「ビデオ制作のハウツー」ではなく、「動画による表現」の核心に触れることを目的とする。
造形総合科目,通年,映像メディア表現 Ⅱ,なし,上原幸子教授、山内道彦講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_56.html,映像メディア表現Ⅱは写真を使った映像表現を面接授業課題と通信授業課題 2 つの制作課題を通して学びます。写真は私達にとって大変身近なメディアです。デジタルカメラの普及と更に携帯電話等の様々なモバイル機器にもカメラの機能が搭載されて、写真を使ったコミュニケーションは日常化しています。写真は私達の生活で益々不可欠なメディアになっています。その一方で写真の表現自体は貧弱なものが少なくありません。このような状況にあって写真表現というものを改めて考え直しながら学ぶことは今日の美大生にとって有意義だと考えられます。本科目では写真を撮ることと見ることを通して日常で撮る写真とは違う写真を学び、写真で映像表現をする基礎的な思考を得ることを目標とします。
造形総合科目,通年,レタリング,なし,福井政弘教授、木村文敏講師、本多育実講師、吉富ゆい講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_57.html,情報化社会におけるコミュニケーションは、さまざまな媒体による幅広い展開がみられるが、その基本的なツールとして文字があげられる。文字によって人類の英知は記録され文明は発展してきた。この文明の発祥とともにそれを支えてきた文字は、今日の情報化社会においてもコミュニケーションの基本的ツールの意味は変わることがない。デザインの観点からみれば、マス・コミュニケーションを可能にした印刷による文字、ひいてはその組版（タイポグラフィ）として文字が常に大きな関心事であった。時代は印刷文字のもつ訴求力やイメージや可読性を要求したが、コンピュータのディスプレイに表示される文字が馴染み深い文字になりつつある今日においても、そこに求められる要件に変わりはない。したがって、文字のデザインについて深い見識を得ることはデザインに関わる上での必須の技能といえる。この科目はそのような意味から、デザイン全般の主要な基礎学習として位置付けられる課題が設定されている。日本で使用されている文字は、いうまでもなく漢字と平仮名・片仮名であるが、ラテン・アルファベットも多用されている。ここでは、印刷やディスプレイ上の基本とされるそれぞれの代表的な書体を書くことによって文字造型の原理を学びたい。また、汎用される書体（フォント）とは異なり、個性的でイメージの差異が求められるロゴタイプなど、広く文字デザインの世界の一端に触れることを意図した課題を出題している。
造形総合科目,通年,タイポグラフィ,なし,清水恒平教授、富田真弓講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_58.html,タイポグラフィは活版印刷からDTPまで長い歴史の中で様々な技術的な変遷をたどってきた。数々のルールがあり、習得するには長い時間と訓練が必要である。この授業では、まずタイポグラフィの入口として「文字」の楽しさを感じてもらい、身体を通して文字を学んでもらいたいと考えている。またレポートを作成することで、論理的思考を身につけることも目指す。
造形総合科目,通年,イラストレーション,なし,足立圭准教授、大竹紀美代講師、貞弘和憲講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_59.html,制作を通じて、イラストレーションでの表現の幅と可能性を考える。目に見えない現象、内面世界やイメージの世界を視覚化する技法を学ぶ。また、自らが持つ表現技法を拡大し、独自の表現スタイルの確立を目指す。教科書を参考に、イラストレーションのルーツや、現在の可能性、世界観を学び、第三者の鑑賞に耐えうる作品の制作方法を修得する。
造形総合科目,通年,絵本,なし,足立圭准教授、上原幸子教授、吉川民仁教授、野崎麻理講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_60.html,面接授業では、造形的な絵本の制作を通して、文字と図像のレイアウト、造本のしくみなどを実際に体験して学習する。通信授業では、グラフィック表現による絵本の制作実習を通して、表現として具体化するための方法論と編集デザインの視点から絵本の構造や表現の特性、イラストレーションの表現について学習する。
造形総合科目,通年,パッケージデザイン,なし,福井政弘教授、山﨑淳也講師、渡辺香織講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_61.html,我々に最も身近なデザインの一つであるパッケージデザインは広範な知識と技能が常に要求されるデザイン分野である。それは、パッケージデザインが形態・意匠・材料・加工といった要素を多く含み、それらが複雑に作用し成立しているからである。また、パッケージデザインはその対象のほとんどを一般消費者としており、時代によって変化するニーズが常に反映されるものである。この科目では、パッケージデザインの実際、パッケージの基本概念、パッケージの目的と機能、パッケージの構造デザイン、パッケージのグラフィックデザインを学ぶ中で「パッケージデザインとは何か」を理解していく。さらに現代社会での包装の意味、今日的課題でもある環境問題についても考えていき、パッケージデザインの基本的知識と製作感覚の両方を理解してもらうことを目標とする。
造形総合科目,通年,ファッションデザイン,なし,荻原剛教授、上原幸子教授、中澤小智子講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_62.html,ファッションを単なる身体装飾と考えず、身体をめぐる芸術表現と捉えて研究します。美術大学ならではの、アートやコミュニケーションまた空間演出など、隣接する領域との融合を視野に入れて、作品制作に取り組みます。より豊かな発想力としなやかで柔軟な感性を目指し、個性に磨きをかけ、技を鍛え、表現のトレーニングを続けることで、立体的な思考と空間的な表現が出来ることを目標としています。あなた独自の視点で課題に取り組むことで、ファッションの新たな可能性を発見すると共に、表現手段としてのファッションは、奥行きのある多様性豊かな領域であることを体感してください。
造形総合科目,通年,図法製図 Ⅰ,なし,荻原剛教授、柴田克哉講師、平野佳乃講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_63.html,―情報の視覚化―我々の身の回りには、様々な「モノ」が互いに関係し合いながら機能し、我々の生活を支えている。これらの「モノ」たちは、多くの人の手や様々な過程を経て我々の手元に届くが、それら「モノ」たちの生産にあたっては、客観的で正確な情報のやり取りがあって初めて可能になる。図法製図Ⅰでは、情報を正確に伝えるための表現手法である製図について、その図法原理に触れながら基本的な考え方と表現の方法を学ぶ。また、我々にとって自らが思い描いた立体、空間のイメージを絵画的な表現として表すことは、製図表現と合わせて欠くことの出来ない伝えるための技術であることから、図法的な原理である透視図法の基本的な考え方についても学ぶ。
造形総合科目,通年,図法製図 Ⅱ,なし,荻原剛教授、柴田克哉講師、平野佳乃講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_64.html,―情報伝達とスケッチ―我々の身の回りでは、様々な「モノ」が互いに関係し合いながら機能し、我々の生活を支えています。これらの「モノ」たちは、多くの人の手や様々な過程を経て我々の手元に届きますが、それら「モノ」たちの生産には多くの人々が関与し、その関与の連鎖は「客観的で正確な情報のやり取り」があって初めて可能になります。図法製図IIでは、図法製図Iで修得した図法的な原理を踏まえ、製図表現と透視図法の理解を深めると共に、自らのアイディアを育て定着させ、提案に至るために必要な立体・空間の把握と、それらを表現するために必要なスケッチの描き方を、課題制作を通して学びます。
造形総合科目,通年,マルチメディア基礎,なし,清水恒平教授、渡辺真太郎講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_65.html,テレビ・PC・スマートフォン・タブレットなど、情報との接触機会は社会生活の多くの場面で非常に多様化してきています。また、Google 検索、YouTube、Facebook、LINE、Ｘ、etc…といったWeb サービスや SNS などから、様々なマルチメディアコンテンツ（映像・写真・音・テキスト）に触れる機会が増えてきています。本科目では、そのようなマルチメディアを取り巻く環境と特性を把握した上で、「作り手としてマルチメディアと向き合うこと」の基礎となる映像・写真・音・テキストを使ったデジタル表現の入り口に触れ、主に PCを中心とした触覚・聴覚・視覚に作用する心地よい表現のノウハウと手法の基礎を学びます。
造形総合科目,通年,コンピュータ科学入門,なし,清水恒平教授、須田拓也講師,https://ccap02.musabi.ac.jp/syllabus/html/2025_337.html,コンピュータの基本的な概念と技術を理解し、実際の演習を通じてその応用力を身につけることを目的とする。データ構造、ネットワークの基礎、コマンドラインインターフェース（CUI）の操作などを学び、以下のことを目的とする。・コンピュータシステムの基本構成と機能を理解する。・基本的なデータ構造とその役割を理解する。・ネットワークの基本原理と仕組みを理解する。
